Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,YdsW,TOW,YdsL,TOL,Combined_Pts
6,Sun,1968-10-13,,Houston Oilers,@,Boston Patriots,boxscore,280.0,1.0,114.0,5.0,16-0
6,Sun,1968-10-13,,Kansas City Chiefs,,Cincinnati Bengals,boxscore,265.0,2.0,116.0,1.0,13-3
7,Sun,1968-10-20,,New York Jets,@,Houston Oilers,boxscore,231.0,0.0,141.0,2.0,20-14
7,Sun,1968-10-20,,San Diego Chargers,,Denver Broncos,boxscore,581.0,1.0,476.0,5.0,55-24
7,Sun,1968-10-20,,Kansas City Chiefs,,Oakland Raiders,boxscore,310.0,0.0,222.0,2.0,24-10
7,Sun,1968-10-20,,Boston Patriots,,Buffalo Bills,boxscore,299.0,2.0,203.0,5.0,23-6
7,Sun,1968-10-20,,Miami Dolphins,@,Cincinnati Bengals,boxscore,296.0,0.0,327.0,3.0,24-22
8,Sun,1968-10-27,,Denver Broncos,,Miami Dolphins,boxscore,323.0,4.0,340.0,4.0,21-14
8,Sun,1968-10-27,,New York Jets,,Boston Patriots,boxscore,356.0,3.0,226.0,8.0,48-14
8,Sun,1968-10-27,,Oakland Raiders,,Cincinnati Bengals,boxscore,439.0,3.0,228.0,2.0,31-10
8,Sun,1968-10-27,,Kansas City Chiefs,,San Diego Chargers,boxscore,374.0,1.0,395.0,4.0,27-20
8,Sun,1968-10-27,,Houston Oilers,@,Buffalo Bills,boxscore,332.0,0.0,113.0,3.0,30-7
9,Sun,1968-11-03,,Denver Broncos,@,Boston Patriots,boxscore,470.0,4.0,175.0,4.0,35-14
9,Sun,1968-11-03,,San Diego Chargers,,Miami Dolphins,boxscore,479.0,2.0,352.0,1.0,34-28
9,Sun,1968-11-03,,New York Jets,,Buffalo Bills,boxscore,274.0,1.0,196.0,5.0,25-21
9,Sun,1968-11-03,,Houston Oilers,@,Cincinnati Bengals,boxscore,361.0,0.0,374.0,0.0,27-17
9,Sun,1968-11-03,,Oakland Raiders,,Kansas City Chiefs,boxscore,539.0,3.0,327.0,3.0,38-21
10,Sun,1968-11-10,,Oakland Raiders,@,Denver Broncos,boxscore,487.0,2.0,175.0,3.0,43-7
10,Sun,1968-11-10,,New York Jets,,Houston Oilers,boxscore,311.0,1.0,166.0,3.0,26-7
10,Sun,1968-11-10,,San Diego Chargers,@,Boston Patriots,boxscore,319.0,4.0,228.0,4.0,27-17
10,Sun,1968-11-10,,Miami Dolphins,@,Buffalo Bills,boxscore,305.0,2.0,274.0,3.0,21-17
10,Sun,1968-11-10,,Kansas City Chiefs,@,Cincinnati Bengals,boxscore,304.0,1.0,283.0,2.0,16-9
11,Sun,1968-11-17,,Oakland Raiders,,New York Jets,boxscore,437.0,4.0,413.0,1.0,43-32
11,Sun,1968-11-17,,Houston Oilers,,Denver Broncos,boxscore,377.0,2.0,228.0,2.0,38-17
11,Sun,1968-11-17,,Kansas City Chiefs,,Boston Patriots,boxscore,339.0,6.0,262.0,4.0,31-17
11,Sun,1968-11-17,,San Diego Chargers,@,Buffalo Bills,boxscore,282.0,5.0,151.0,1.0,21-6
11,Sun,1968-11-17,,Cincinnati Bengals,@,Miami Dolphins,boxscore,422.0,1.0,326.0,2.0,38-21
12,Sun,1968-11-24,,New York Jets,@,San Diego Chargers,boxscore,510.0,1.0,235.0,4.0,37-15
12,Sun,1968-11-24,,Miami Dolphins,@,Boston Patriots,boxscore,391.0,0.0,337.0,3.0,34-10
12,Sun,1968-11-24,,Denver Broncos,,Buffalo Bills,boxscore,386.0,3.0,220.0,2.0,34-32
12,Sun,1968-11-24,,Oakland Raiders,@,Cincinnati Bengals,boxscore,604.0,1.0,148.0,3.0,34-0
13,Thu,1968-11-28,,Kansas City Chiefs,,Houston Oilers,boxscore,321.0,1.0,244.0,2.0,24-10
13,Thu,1968-11-28,,Oakland Raiders,,Buffalo Bills,boxscore,186.0,2.0,343.0,4.0,13-10
13,Sun,1968-12-01,,San Diego Chargers,@,Denver Broncos,boxscore,496.0,1.0,287.0,2.0,47-23
13,Sun,1968-12-01,,New York Jets,,Miami Dolphins,boxscore,380.0,0.0,341.0,1.0,35-17
13,Sun,1968-12-01,,Boston Patriots,,Cincinnati Bengals,boxscore,271.0,2.0,212.0,1.0,33-14
14,Sat,1968-12-07,,Houston Oilers,,Buffalo Bills,boxscore,403.0,4.0,89.0,2.0,35-6
14,Sun,1968-12-08,,Miami Dolphins,,Boston Patriots,boxscore,312.0,0.0,177.0,4.0,38-7
14,Sun,1968-12-08,,Kansas City Chiefs,@,San Diego Chargers,boxscore,371.0,4.0,211.0,7.0,40-3
14,Sun,1968-12-08,,Oakland Raiders,,Denver Broncos,boxscore,497.0,6.0,267.0,5.0,33-27
14,Sun,1968-12-08,,New York Jets,,Cincinnati Bengals,boxscore,371.0,2.0,158.0,1.0,27-14
15,Sat,1968-12-14,,Kansas City Chiefs,@,Denver Broncos,boxscore,302.0,1.0,249.0,4.0,30-7
15,Sun,1968-12-15,,New York Jets,@,Miami Dolphins,boxscore,347.0,3.0,137.0,2.0,31-7
15,Sun,1968-12-15,,Houston Oilers,,Boston Patriots,boxscore,390.0,4.0,126.0,5.0,45-17
15,Sun,1968-12-15,,Oakland Raiders,@,San Diego Chargers,boxscore,316.0,4.0,456.0,6.0,34-27
,,Playoffs,,,,,,,,,,0-0
Division,Sun,1968-12-22,,Oakland Raiders,,Kansas City Chiefs,boxscore,454.0,0.0,312.0,4.0,41-6
Champ,Sun,1968-12-29,,New York Jets,,Oakland Raiders,boxscore,400.0,2.0,443.0,0.0,27-23
SuperBowl,Sun,1969-01-12,,New York Jets,N,Baltimore Colts,boxscore,337.0,1.0,324.0,5.0,16-7
