Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,YdsW,TOW,YdsL,TOL,Combined_Pts
6,Sun,1967-10-22,,Green Bay Packers,@,New York Giants,boxscore,397.0,0.0,324.0,4.0,48-21
6,Sun,1967-10-22,,San Francisco 49ers,,New Orleans Saints,boxscore,318.0,1.0,200.0,2.0,27-13
6,Sun,1967-10-22,,Washington Redskins,@,Los Angeles Rams,boxscore,354.0,0.0,438.0,1.0,28-28
7,Sun,1967-10-29,,Atlanta Falcons,,Minnesota Vikings,boxscore,186.0,2.0,314.0,2.0,21-20
7,Sun,1967-10-29,,Los Angeles Rams,@,Chicago Bears,boxscore,309.0,3.0,180.0,4.0,28-17
7,Sun,1967-10-29,,New York Giants,,Cleveland Browns,boxscore,386.0,2.0,369.0,4.0,38-34
7,Sun,1967-10-29,,Baltimore Colts,@,Washington Redskins,boxscore,351.0,2.0,322.0,3.0,17-13
7,Sun,1967-10-29,,Philadelphia Eagles,,Dallas Cowboys,boxscore,341.0,6.0,306.0,5.0,21-14
7,Sun,1967-10-29,,Detroit Lions,@,San Francisco 49ers,boxscore,391.0,2.0,173.0,6.0,45-3
7,Sun,1967-10-29,,Pittsburgh Steelers,@,New Orleans Saints,boxscore,267.0,4.0,308.0,1.0,14-10
7,Mon,1967-10-30,,Green Bay Packers,@,St. Louis Cardinals,boxscore,246.0,2.0,405.0,2.0,31-23
8,Sun,1967-11-05,,Dallas Cowboys,,Atlanta Falcons,boxscore,324.0,2.0,223.0,5.0,37-7
8,Sun,1967-11-05,,Chicago Bears,@,Detroit Lions,boxscore,180.0,2.0,174.0,4.0,27-13
8,Sun,1967-11-05,,Cleveland Browns,@,Pittsburgh Steelers,boxscore,313.0,1.0,301.0,3.0,34-14
8,Sun,1967-11-05,,Baltimore Colts,,Green Bay Packers,boxscore,237.0,2.0,265.0,1.0,13-10
8,Sun,1967-11-05,,St. Louis Cardinals,@,Washington Redskins,boxscore,414.0,2.0,219.0,3.0,27-21
8,Sun,1967-11-05,,Minnesota Vikings,,New York Giants,boxscore,304.0,3.0,403.0,2.0,27-24
8,Sun,1967-11-05,,New Orleans Saints,,Philadelphia Eagles,boxscore,249.0,2.0,359.0,2.0,31-24
8,Sun,1967-11-05,,Los Angeles Rams,@,San Francisco 49ers,boxscore,152.0,0.0,257.0,3.0,17-7
9,Sun,1967-11-12,,Baltimore Colts,@,Atlanta Falcons,boxscore,595.0,2.0,177.0,3.0,49-7
9,Sun,1967-11-12,,Chicago Bears,,New York Giants,boxscore,264.0,1.0,161.0,4.0,34-7
9,Sun,1967-11-12,,Green Bay Packers,,Cleveland Browns,boxscore,456.0,1.0,228.0,7.0,55-7
9,Sun,1967-11-12,,Pittsburgh Steelers,@,St. Louis Cardinals,boxscore,274.0,1.0,258.0,3.0,14-14
9,Sun,1967-11-12,,Dallas Cowboys,@,New Orleans Saints,boxscore,380.0,2.0,211.0,3.0,27-10
9,Sun,1967-11-12,,Minnesota Vikings,,Detroit Lions,boxscore,177.0,1.0,366.0,6.0,10-10
9,Sun,1967-11-12,,Los Angeles Rams,,Philadelphia Eagles,boxscore,394.0,4.0,257.0,5.0,33-17
9,Sun,1967-11-12,,Washington Redskins,,San Francisco 49ers,boxscore,420.0,3.0,294.0,3.0,31-28
10,Sun,1967-11-19,,Los Angeles Rams,@,Atlanta Falcons,boxscore,405.0,2.0,238.0,5.0,31-3
10,Sun,1967-11-19,,Chicago Bears,,St. Louis Cardinals,boxscore,461.0,3.0,230.0,9.0,30-3
10,Sun,1967-11-19,,Cleveland Browns,,Minnesota Vikings,boxscore,235.0,2.0,204.0,3.0,14-10
10,Sun,1967-11-19,,Baltimore Colts,,Detroit Lions,boxscore,351.0,1.0,261.0,3.0,41-7
10,Sun,1967-11-19,,Washington Redskins,@,Dallas Cowboys,boxscore,314.0,2.0,446.0,5.0,27-20
10,Sun,1967-11-19,,Green Bay Packers,,San Francisco 49ers,boxscore,297.0,1.0,308.0,2.0,13-0
10,Sun,1967-11-19,,Philadelphia Eagles,,New Orleans Saints,boxscore,421.0,3.0,309.0,5.0,48-21
10,Sun,1967-11-19,,New York Giants,,Pittsburgh Steelers,boxscore,238.0,4.0,281.0,3.0,28-20
11,Thu,1967-11-23,,Dallas Cowboys,,St. Louis Cardinals,boxscore,436.0,1.0,317.0,4.0,46-21
11,Thu,1967-11-23,,Los Angeles Rams,@,Detroit Lions,boxscore,263.0,1.0,108.0,4.0,31-7
11,Sun,1967-11-26,,New Orleans Saints,,Atlanta Falcons,boxscore,371.0,3.0,269.0,1.0,27-24
11,Sun,1967-11-26,,Green Bay Packers,@,Chicago Bears,boxscore,245.0,0.0,249.0,3.0,17-13
11,Sun,1967-11-26,,Cleveland Browns,,Washington Redskins,boxscore,424.0,1.0,481.0,1.0,42-37
11,Sun,1967-11-26,,Baltimore Colts,@,San Francisco 49ers,boxscore,343.0,2.0,165.0,4.0,26-9
11,Sun,1967-11-26,,Minnesota Vikings,@,Pittsburgh Steelers,boxscore,212.0,5.0,117.0,6.0,41-27
11,Sun,1967-11-26,,New York Giants,,Philadelphia Eagles,boxscore,444.0,0.0,172.0,4.0,44-7
12,Sun,1967-12-03,,Los Angeles Rams,,Atlanta Falcons,boxscore,309.0,3.0,154.0,2.0,20-3
12,Sun,1967-12-03,,Chicago Bears,@,San Francisco 49ers,boxscore,220.0,2.0,226.0,2.0,28-14
12,Sun,1967-12-03,,Cleveland Browns,,New York Giants,boxscore,215.0,1.0,343.0,2.0,24-14
12,Sun,1967-12-03,,Baltimore Colts,,Dallas Cowboys,boxscore,310.0,4.0,223.0,4.0,23-17
12,Sun,1967-12-03,,St. Louis Cardinals,,New Orleans Saints,boxscore,310.0,5.0,238.0,3.0,31-20
12,Sun,1967-12-03,,Pittsburgh Steelers,@,Detroit Lions,boxscore,330.0,1.0,254.0,3.0,24-14
12,Sun,1967-12-03,,Green Bay Packers,@,Minnesota Vikings,boxscore,276.0,3.0,276.0,3.0,30-27
12,Sun,1967-12-03,,Washington Redskins,,Philadelphia Eagles,boxscore,460.0,3.0,365.0,4.0,35-35
13,Sat,1967-12-09,,Los Angeles Rams,,Green Bay Packers,boxscore,324.0,3.0,218.0,2.0,27-24
13,Sun,1967-12-10,,San Francisco 49ers,@,Atlanta Falcons,boxscore,468.0,3.0,297.0,3.0,34-28
13,Sun,1967-12-10,,Minnesota Vikings,@,Chicago Bears,boxscore,212.0,1.0,298.0,0.0,10-10
13,Sun,1967-12-10,,Cleveland Browns,@,St. Louis Cardinals,boxscore,131.0,2.0,295.0,2.0,20-16
13,Sun,1967-12-10,,Baltimore Colts,,New Orleans Saints,boxscore,252.0,1.0,268.0,4.0,30-10
13,Sun,1967-12-10,,Dallas Cowboys,,Philadelphia Eagles,boxscore,325.0,4.0,102.0,5.0,38-17
13,Sun,1967-12-10,,Detroit Lions,@,New York Giants,boxscore,306.0,1.0,149.0,1.0,30-7
13,Sun,1967-12-10,,Washington Redskins,@,Pittsburgh Steelers,boxscore,246.0,3.0,280.0,5.0,15-10
14,Sat,1967-12-16,,San Francisco 49ers,,Dallas Cowboys,boxscore,371.0,4.0,271.0,4.0,24-16
14,Sun,1967-12-17,,Chicago Bears,@,Atlanta Falcons,boxscore,293.0,0.0,157.0,1.0,23-14
14,Sun,1967-12-17,,Philadelphia Eagles,,Cleveland Browns,boxscore,340.0,2.0,324.0,2.0,28-24
14,Sun,1967-12-17,,Los Angeles Rams,,Baltimore Colts,boxscore,328.0,1.0,262.0,2.0,34-10
14,Sun,1967-12-17,,New York Giants,,St. Louis Cardinals,boxscore,418.0,2.0,330.0,3.0,37-14
14,Sun,1967-12-17,,Detroit Lions,,Minnesota Vikings,boxscore,134.0,4.0,190.0,3.0,14-3
14,Sun,1967-12-17,,Pittsburgh Steelers,@,Green Bay Packers,boxscore,194.0,3.0,309.0,5.0,24-17
14,Sun,1967-12-17,,New Orleans Saints,@,Washington Redskins,boxscore,364.0,2.0,331.0,3.0,30-14
,,Playoffs,,,,,,,,,,0-0
Division,Sat,1967-12-23,,Green Bay Packers,,Los Angeles Rams,boxscore,374.0,4.0,217.0,1.0,28-7
Division,Sun,1967-12-24,,Dallas Cowboys,,Cleveland Browns,boxscore,401.0,2.0,322.0,1.0,52-14
Champ,Sun,1967-12-31,,Green Bay Packers,,Dallas Cowboys,boxscore,195.0,2.0,192.0,2.0,21-17
SuperBowl,Sun,1968-01-14,,Green Bay Packers,N,Oakland Raiders,boxscore,322.0,0.0,293.0,3.0,33-14
