Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,YdsW,TOW,YdsL,TOL,Combined_Pts
1,Sat,1968-09-14,,Minnesota Vikings,,Atlanta Falcons,boxscore,404.0,2.0,234.0,4.0,47-7
1,Sun,1968-09-15,,Washington Redskins,@,Chicago Bears,boxscore,337.0,1.0,316.0,3.0,38-28
1,Sun,1968-09-15,,Cleveland Browns,@,New Orleans Saints,boxscore,338.0,3.0,208.0,3.0,24-10
1,Sun,1968-09-15,,Baltimore Colts,,San Francisco 49ers,boxscore,346.0,1.0,272.0,3.0,27-10
1,Sun,1968-09-15,,Dallas Cowboys,,Detroit Lions,boxscore,542.0,0.0,257.0,4.0,59-13
1,Sun,1968-09-15,,Green Bay Packers,,Philadelphia Eagles,boxscore,378.0,1.0,278.0,1.0,30-13
1,Sun,1968-09-15,,New York Giants,@,Pittsburgh Steelers,boxscore,331.0,2.0,324.0,4.0,34-20
1,Mon,1968-09-16,,Los Angeles Rams,@,St. Louis Cardinals,boxscore,238.0,1.0,244.0,3.0,24-13
2,Sun,1968-09-22,,Baltimore Colts,@,Atlanta Falcons,boxscore,388.0,6.0,250.0,2.0,28-20
2,Sun,1968-09-22,,Detroit Lions,,Chicago Bears,boxscore,468.0,2.0,167.0,10.0,42-0
2,Sun,1968-09-22,,Dallas Cowboys,,Cleveland Browns,boxscore,346.0,1.0,250.0,2.0,28-7
2,Sun,1968-09-22,,San Francisco 49ers,,St. Louis Cardinals,boxscore,395.0,3.0,228.0,4.0,35-17
2,Sun,1968-09-22,,Minnesota Vikings,@,Green Bay Packers,boxscore,242.0,1.0,242.0,2.0,26-13
2,Sun,1968-09-22,,New Orleans Saints,,Washington Redskins,boxscore,366.0,3.0,228.0,3.0,37-17
2,Sun,1968-09-22,,New York Giants,@,Philadelphia Eagles,boxscore,377.0,1.0,326.0,3.0,34-25
2,Sun,1968-09-22,,Los Angeles Rams,,Pittsburgh Steelers,boxscore,378.0,0.0,258.0,3.0,45-10
3,Sun,1968-09-29,,San Francisco 49ers,,Atlanta Falcons,boxscore,374.0,1.0,227.0,1.0,28-13
3,Sun,1968-09-29,,Chicago Bears,@,Minnesota Vikings,boxscore,409.0,2.0,279.0,3.0,27-17
3,Sun,1968-09-29,,Los Angeles Rams,@,Cleveland Browns,boxscore,364.0,2.0,129.0,3.0,24-6
3,Sun,1968-09-29,,Baltimore Colts,@,Pittsburgh Steelers,boxscore,276.0,1.0,213.0,4.0,41-7
3,Sun,1968-09-29,,St. Louis Cardinals,@,New Orleans Saints,boxscore,219.0,1.0,323.0,1.0,21-20
3,Sun,1968-09-29,,Dallas Cowboys,@,Philadelphia Eagles,boxscore,418.0,2.0,263.0,7.0,45-13
3,Sun,1968-09-29,,Detroit Lions,@,Green Bay Packers,boxscore,343.0,1.0,324.0,3.0,23-17
3,Sun,1968-09-29,,New York Giants,,Washington Redskins,boxscore,372.0,1.0,376.0,5.0,48-21
4,Sat,1968-10-05,,Cleveland Browns,,Pittsburgh Steelers,boxscore,374.0,3.0,272.0,2.0,31-24
4,Sun,1968-10-06,,Green Bay Packers,@,Atlanta Falcons,boxscore,470.0,1.0,154.0,5.0,38-7
4,Sun,1968-10-06,,Baltimore Colts,,Chicago Bears,boxscore,460.0,3.0,225.0,1.0,28-7
4,Sun,1968-10-06,,Dallas Cowboys,@,St. Louis Cardinals,boxscore,297.0,1.0,251.0,2.0,27-10
4,Sun,1968-10-06,,Minnesota Vikings,,Detroit Lions,boxscore,265.0,0.0,247.0,1.0,24-10
4,Sun,1968-10-06,,New York Giants,,New Orleans Saints,boxscore,261.0,1.0,314.0,4.0,38-21
4,Sun,1968-10-06,,Washington Redskins,,Philadelphia Eagles,boxscore,320.0,1.0,221.0,4.0,17-14
4,Sun,1968-10-06,,Los Angeles Rams,,San Francisco 49ers,boxscore,275.0,2.0,158.0,1.0,24-10
5,Sun,1968-10-13,,Atlanta Falcons,,New York Giants,boxscore,322.0,0.0,421.0,3.0,24-21
5,Sun,1968-10-13,,Detroit Lions,@,Chicago Bears,boxscore,405.0,1.0,241.0,2.0,28-10
5,Sun,1968-10-13,,St. Louis Cardinals,@,Cleveland Browns,boxscore,282.0,2.0,333.0,2.0,27-21
5,Sun,1968-10-13,,Baltimore Colts,@,San Francisco 49ers,boxscore,278.0,1.0,392.0,4.0,42-14
5,Sun,1968-10-13,,Dallas Cowboys,,Philadelphia Eagles,boxscore,414.0,1.0,164.0,5.0,34-14
5,Sun,1968-10-13,,Los Angeles Rams,@,Green Bay Packers,boxscore,190.0,1.0,197.0,5.0,16-14
5,Sun,1968-10-13,,New Orleans Saints,,Minnesota Vikings,boxscore,207.0,7.0,190.0,4.0,20-17
5,Sun,1968-10-13,,Washington Redskins,,Pittsburgh Steelers,boxscore,294.0,2.0,287.0,3.0,16-13
6,Sun,1968-10-20,,Los Angeles Rams,,Atlanta Falcons,boxscore,419.0,4.0,133.0,3.0,27-14
6,Sun,1968-10-20,,Chicago Bears,@,Philadelphia Eagles,boxscore,258.0,1.0,190.0,3.0,29-16
6,Sun,1968-10-20,,Cleveland Browns,@,Baltimore Colts,boxscore,305.0,1.0,212.0,5.0,30-20
6,Sun,1968-10-20,,St. Louis Cardinals,,Washington Redskins,boxscore,321.0,1.0,313.0,2.0,41-14
6,Sun,1968-10-20,,Dallas Cowboys,@,Minnesota Vikings,boxscore,177.0,2.0,274.0,3.0,20-7
6,Sun,1968-10-20,,Green Bay Packers,@,Detroit Lions,boxscore,213.0,3.0,282.0,4.0,14-14
6,Sun,1968-10-20,,New Orleans Saints,@,Pittsburgh Steelers,boxscore,273.0,1.0,301.0,2.0,16-12
6,Sun,1968-10-20,,San Francisco 49ers,@,New York Giants,boxscore,393.0,1.0,272.0,3.0,26-10
7,Sun,1968-10-27,,Cleveland Browns,,Atlanta Falcons,boxscore,444.0,0.0,284.0,2.0,30-7
7,Sun,1968-10-27,,Chicago Bears,,Minnesota Vikings,boxscore,418.0,1.0,274.0,1.0,26-24
7,Sun,1968-10-27,,Baltimore Colts,,Los Angeles Rams,boxscore,364.0,4.0,148.0,4.0,27-10
7,Sun,1968-10-27,,St. Louis Cardinals,,New Orleans Saints,boxscore,392.0,2.0,301.0,1.0,31-17
7,Sun,1968-10-27,,San Francisco 49ers,@,Detroit Lions,boxscore,332.0,2.0,219.0,4.0,14-7
7,Sun,1968-10-27,,New York Giants,@,Washington Redskins,boxscore,297.0,2.0,142.0,2.0,13-10
7,Sun,1968-10-27,,Pittsburgh Steelers,,Philadelphia Eagles,boxscore,249.0,1.0,287.0,2.0,6-3
7,Mon,1968-10-28,,Green Bay Packers,@,Dallas Cowboys,boxscore,322.0,1.0,365.0,4.0,28-17
8,Sun,1968-11-03,,Pittsburgh Steelers,@,Atlanta Falcons,boxscore,402.0,1.0,343.0,5.0,41-21
8,Sun,1968-11-03,,Chicago Bears,@,Green Bay Packers,boxscore,328.0,3.0,242.0,1.0,13-10
8,Sun,1968-11-03,,Cleveland Browns,@,San Francisco 49ers,boxscore,362.0,2.0,311.0,5.0,33-21
8,Sun,1968-11-03,,Baltimore Colts,@,New York Giants,boxscore,328.0,1.0,215.0,3.0,26-0
8,Sun,1968-11-03,,St. Louis Cardinals,@,Philadelphia Eagles,boxscore,362.0,1.0,342.0,1.0,45-17
8,Sun,1968-11-03,,Dallas Cowboys,@,New Orleans Saints,boxscore,405.0,7.0,243.0,4.0,17-3
8,Sun,1968-11-03,,Los Angeles Rams,,Detroit Lions,boxscore,286.0,2.0,216.0,3.0,10-7
8,Sun,1968-11-03,,Minnesota Vikings,,Washington Redskins,boxscore,317.0,3.0,133.0,4.0,27-14
9,Sun,1968-11-10,,Los Angeles Rams,@,Atlanta Falcons,boxscore,250.0,1.0,232.0,3.0,17-10
9,Sun,1968-11-10,,Chicago Bears,,San Francisco 49ers,boxscore,449.0,1.0,255.0,4.0,27-19
9,Sun,1968-11-10,,Cleveland Browns,,New Orleans Saints,boxscore,467.0,6.0,284.0,3.0,35-17
9,Sun,1968-11-10,,Baltimore Colts,@,Detroit Lions,boxscore,354.0,1.0,308.0,0.0,27-10
9,Sun,1968-11-10,,Pittsburgh Steelers,@,St. Louis Cardinals,boxscore,363.0,0.0,425.0,2.0,28-28
9,Sun,1968-11-10,,New York Giants,@,Dallas Cowboys,boxscore,293.0,1.0,349.0,5.0,27-21
9,Sun,1968-11-10,,Minnesota Vikings,,Green Bay Packers,boxscore,226.0,1.0,263.0,4.0,14-10
9,Sun,1968-11-10,,Washington Redskins,@,Philadelphia Eagles,boxscore,267.0,2.0,276.0,2.0,16-10
10,Sun,1968-11-17,,Atlanta Falcons,@,Chicago Bears,boxscore,300.0,1.0,302.0,2.0,16-13
10,Sun,1968-11-17,,Cleveland Browns,@,Pittsburgh Steelers,boxscore,399.0,3.0,353.0,7.0,45-24
10,Sun,1968-11-17,,Baltimore Colts,,St. Louis Cardinals,boxscore,426.0,3.0,202.0,5.0,27-0
10,Sun,1968-11-17,,Dallas Cowboys,@,Washington Redskins,boxscore,515.0,2.0,289.0,2.0,44-24
10,Sun,1968-11-17,,Minnesota Vikings,@,Detroit Lions,boxscore,252.0,3.0,131.0,1.0,13-6
10,Sun,1968-11-17,,Green Bay Packers,,New Orleans Saints,boxscore,289.0,2.0,136.0,4.0,29-7
10,Sun,1968-11-17,,New York Giants,,Philadelphia Eagles,boxscore,274.0,2.0,107.0,3.0,7-6
10,Sun,1968-11-17,,San Francisco 49ers,,Los Angeles Rams,boxscore,338.0,4.0,399.0,3.0,20-20
11,Sun,1968-11-24,,St. Louis Cardinals,,Atlanta Falcons,boxscore,260.0,3.0,162.0,1.0,17-12
11,Sun,1968-11-24,,Dallas Cowboys,@,Chicago Bears,boxscore,343.0,2.0,147.0,3.0,34-3
11,Sun,1968-11-24,,Cleveland Browns,,Philadelphia Eagles,boxscore,438.0,0.0,342.0,6.0,47-13
11,Sun,1968-11-24,,Baltimore Colts,,Minnesota Vikings,boxscore,413.0,3.0,229.0,2.0,21-9
11,Sun,1968-11-24,,New Orleans Saints,@,Detroit Lions,boxscore,262.0,3.0,274.0,2.0,20-20
11,Sun,1968-11-24,,Green Bay Packers,@,Washington Redskins,boxscore,388.0,3.0,167.0,3.0,27-7
11,Sun,1968-11-24,,Los Angeles Rams,,New York Giants,boxscore,311.0,4.0,273.0,3.0,24-21
11,Sun,1968-11-24,,San Francisco 49ers,@,Pittsburgh Steelers,boxscore,399.0,1.0,351.0,5.0,45-28
12,Thu,1968-11-28,,Dallas Cowboys,,Washington Redskins,boxscore,285.0,1.0,248.0,5.0,29-20
12,Thu,1968-11-28,,Philadelphia Eagles,@,Detroit Lions,boxscore,161.0,1.0,168.0,4.0,12-0
12,Sun,1968-12-01,,Baltimore Colts,,Atlanta Falcons,boxscore,386.0,1.0,143.0,6.0,44-0
12,Sun,1968-12-01,,Chicago Bears,@,New Orleans Saints,boxscore,259.0,3.0,292.0,5.0,23-17
12,Sun,1968-12-01,,Cleveland Browns,,New York Giants,boxscore,378.0,2.0,182.0,5.0,45-10
12,Sun,1968-12-01,,St. Louis Cardinals,@,Pittsburgh Steelers,boxscore,322.0,2.0,167.0,3.0,20-10
12,Sun,1968-12-01,,San Francisco 49ers,,Green Bay Packers,boxscore,352.0,1.0,217.0,1.0,27-20
12,Sun,1968-12-01,,Los Angeles Rams,@,Minnesota Vikings,boxscore,324.0,2.0,127.0,5.0,31-3
13,Sat,1968-12-07,,Baltimore Colts,@,Green Bay Packers,boxscore,242.0,2.0,163.0,5.0,16-3
13,Sun,1968-12-08,,Detroit Lions,@,Atlanta Falcons,boxscore,342.0,1.0,230.0,4.0,24-7
13,Sun,1968-12-08,,Chicago Bears,@,Los Angeles Rams,boxscore,248.0,2.0,210.0,2.0,17-16
13,Sun,1968-12-08,,Cleveland Browns,@,Washington Redskins,boxscore,354.0,3.0,326.0,3.0,24-21
13,Sun,1968-12-08,,St. Louis Cardinals,@,New York Giants,boxscore,351.0,3.0,441.0,2.0,28-21
13,Sun,1968-12-08,,Dallas Cowboys,,Pittsburgh Steelers,boxscore,341.0,2.0,313.0,1.0,28-7
13,Sun,1968-12-08,,Minnesota Vikings,@,San Francisco 49ers,boxscore,247.0,1.0,280.0,3.0,30-20
13,Sun,1968-12-08,,Philadelphia Eagles,,New Orleans Saints,boxscore,318.0,2.0,311.0,1.0,29-17
14,Sat,1968-12-14,,St. Louis Cardinals,,Cleveland Browns,boxscore,324.0,0.0,318.0,0.0,27-16
14,Sun,1968-12-15,,San Francisco 49ers,@,Atlanta Falcons,boxscore,458.0,4.0,150.0,2.0,14-12
14,Sun,1968-12-15,,Green Bay Packers,@,Chicago Bears,boxscore,316.0,1.0,291.0,3.0,28-27
14,Sun,1968-12-15,,Baltimore Colts,@,Los Angeles Rams,boxscore,208.0,2.0,312.0,1.0,28-24
14,Sun,1968-12-15,,Dallas Cowboys,@,New York Giants,boxscore,320.0,3.0,319.0,1.0,28-10
