Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,YdsW,TOW,YdsL,TOL,Combined_Pts
12,Sun,1982-11-28,4:00PM,San Diego Chargers,,Denver Broncos,boxscore,436.0,3.0,294.0,5.0,30  -  20
12,Sun,1982-11-28,4:00PM,Los Angeles Rams,,Kansas City Chiefs,boxscore,281.0,4.0,278.0,1.0,20  -  14
12,Sun,1982-11-28,4:00PM,New Orleans Saints,@,San Francisco 49ers,boxscore,324.0,1.0,376.0,3.0,23  -  20
12,Sun,1982-11-28,4:00PM,Seattle Seahawks,,Pittsburgh Steelers,boxscore,290.0,1.0,218.0,5.0,16  -  0
12,Mon,1982-11-29,9:00PM,Tampa Bay Buccaneers,,Miami Dolphins,boxscore,215.0,0.0,330.0,6.0,23  -  17
13,Thu,1982-12-02,9:00PM,San Francisco 49ers,@,Los Angeles Rams,boxscore,375.0,1.0,341.0,2.0,30  -  24
13,Sun,1982-12-05,1:00PM,Green Bay Packers,,Buffalo Bills,boxscore,301.0,3.0,336.0,5.0,33  -  21
13,Sun,1982-12-05,1:00PM,Chicago Bears,,New England Patriots,boxscore,342.0,3.0,249.0,4.0,26  -  13
13,Sun,1982-12-05,1:00PM,San Diego Chargers,@,Cleveland Browns,boxscore,382.0,2.0,398.0,2.0,30  -  13
13,Sun,1982-12-05,1:00PM,St. Louis Cardinals,@,Philadelphia Eagles,boxscore,360.0,2.0,245.0,2.0,23  -  20
13,Sun,1982-12-05,1:00PM,Pittsburgh Steelers,,Kansas City Chiefs,boxscore,376.0,2.0,238.0,2.0,35  -  14
13,Sun,1982-12-05,1:00PM,Miami Dolphins,,Minnesota Vikings,boxscore,301.0,1.0,182.0,4.0,22  -  14
13,Sun,1982-12-05,1:00PM,Tampa Bay Buccaneers,@,New Orleans Saints,boxscore,271.0,0.0,380.0,3.0,13  -  10
13,Sun,1982-12-05,1:00PM,New York Giants,,Houston Oilers,boxscore,401.0,1.0,268.0,0.0,17  -  14
13,Sun,1982-12-05,4:00PM,Atlanta Falcons,@,Denver Broncos,boxscore,342.0,2.0,350.0,4.0,34  -  27
13,Sun,1982-12-05,4:00PM,Cincinnati Bengals,@,Baltimore Colts,boxscore,290.0,0.0,333.0,0.0,20  -  17
13,Sun,1982-12-05,4:00PM,Dallas Cowboys,@,Washington Redskins,boxscore,362.0,2.0,275.0,3.0,24  -  10
13,Sun,1982-12-05,4:00PM,Los Angeles Raiders,,Seattle Seahawks,boxscore,235.0,1.0,331.0,4.0,28  -  23
13,Mon,1982-12-06,9:00PM,New York Jets,@,Detroit Lions,boxscore,437.0,3.0,274.0,5.0,28  -  13
14,Sat,1982-12-11,12:30PM,New York Giants,,Philadelphia Eagles,boxscore,353.0,1.0,198.0,2.0,23  -  7
14,Sat,1982-12-11,4:00PM,San Diego Chargers,@,San Francisco 49ers,boxscore,538.0,0.0,465.0,2.0,41  -  37
14,Sun,1982-12-12,12:00PM,Buffalo Bills,,Pittsburgh Steelers,boxscore,339.0,2.0,94.0,4.0,13  -  0
14,Sun,1982-12-12,1:00PM,Cincinnati Bengals,,Cleveland Browns,boxscore,256.0,1.0,210.0,4.0,23  -  10
14,Sun,1982-12-12,1:00PM,Minnesota Vikings,,Baltimore Colts,boxscore,345.0,1.0,198.0,2.0,13  -  10
14,Sun,1982-12-12,1:00PM,Washington Redskins,@,St. Louis Cardinals,boxscore,292.0,1.0,356.0,3.0,12  -  7
14,Sun,1982-12-12,1:00PM,Detroit Lions,@,Green Bay Packers,boxscore,296.0,4.0,200.0,5.0,30  -  10
14,Sun,1982-12-12,1:00PM,New England Patriots,,Miami Dolphins,boxscore,212.0,1.0,235.0,2.0,3  -  0
14,Sun,1982-12-12,1:00PM,New York Jets,,Tampa Bay Buccaneers,boxscore,307.0,2.0,251.0,5.0,32  -  17
14,Sun,1982-12-12,4:00PM,Atlanta Falcons,,New Orleans Saints,boxscore,329.0,4.0,91.0,6.0,35  -  0
14,Sun,1982-12-12,4:00PM,Seattle Seahawks,,Chicago Bears,boxscore,290.0,0.0,310.0,2.0,20  -  14
14,Sun,1982-12-12,4:00PM,Denver Broncos,@,Los Angeles Rams,boxscore,385.0,3.0,253.0,3.0,27  -  24
14,Sun,1982-12-12,4:00PM,Los Angeles Raiders,@,Kansas City Chiefs,boxscore,343.0,3.0,285.0,0.0,21  -  16
14,Mon,1982-12-13,9:00PM,Dallas Cowboys,@,Houston Oilers,boxscore,416.0,2.0,199.0,3.0,37  -  7
15,Sat,1982-12-18,12:30PM,Miami Dolphins,,New York Jets,boxscore,304.0,3.0,274.0,2.0,20  -  19
15,Sat,1982-12-18,4:00PM,Los Angeles Raiders,,Los Angeles Rams,boxscore,431.0,4.0,272.0,2.0,37  -  31
15,Sun,1982-12-19,1:00PM,St. Louis Cardinals,@,Chicago Bears,boxscore,240.0,3.0,273.0,1.0,10  -  7
15,Sun,1982-12-19,1:00PM,Cleveland Browns,,Pittsburgh Steelers,boxscore,224.0,2.0,222.0,5.0,10  -  9
15,Sun,1982-12-19,1:00PM,Minnesota Vikings,@,Detroit Lions,boxscore,332.0,0.0,346.0,3.0,34  -  31
15,Sun,1982-12-19,1:00PM,Washington Redskins,,New York Giants,boxscore,375.0,5.0,139.0,2.0,15  -  14
15,Sun,1982-12-19,1:00PM,Philadelphia Eagles,,Houston Oilers,boxscore,362.0,2.0,218.0,4.0,35  -  14
15,Sun,1982-12-19,2:00PM,Green Bay Packers,@,Baltimore Colts,boxscore,362.0,2.0,295.0,1.0,20  -  20
15,Sun,1982-12-19,4:00PM,Tampa Bay Buccaneers,,Buffalo Bills,boxscore,342.0,4.0,318.0,5.0,24  -  23
15,Sun,1982-12-19,4:00PM,Dallas Cowboys,,New Orleans Saints,boxscore,316.0,5.0,301.0,4.0,21  -  7
15,Sun,1982-12-19,4:00PM,Kansas City Chiefs,@,Denver Broncos,boxscore,270.0,1.0,220.0,4.0,37  -  16
15,Sun,1982-12-19,4:00PM,New England Patriots,@,Seattle Seahawks,boxscore,393.0,1.0,171.0,6.0,16  -  0
15,Sun,1982-12-19,9:00PM,Atlanta Falcons,@,San Francisco 49ers,boxscore,391.0,2.0,219.0,2.0,17  -  7
15,Mon,1982-12-20,9:00PM,San Diego Chargers,,Cincinnati Bengals,boxscore,661.0,3.0,441.0,1.0,50  -  34
16,Sun,1982-12-26,1:00PM,Green Bay Packers,@,Atlanta Falcons,boxscore,411.0,3.0,335.0,1.0,38  -  7
16,Sun,1982-12-26,1:00PM,Cincinnati Bengals,,Seattle Seahawks,boxscore,389.0,3.0,279.0,3.0,24  -  10
16,Sun,1982-12-26,1:00PM,Cleveland Browns,@,Houston Oilers,boxscore,340.0,1.0,369.0,6.0,20  -  14
16,Sun,1982-12-26,1:00PM,St. Louis Cardinals,,New York Giants,boxscore,376.0,1.0,394.0,0.0,24  -  21
16,Sun,1982-12-26,1:00PM,Tampa Bay Buccaneers,,Detroit Lions,boxscore,377.0,2.0,210.0,2.0,23  -  21
16,Sun,1982-12-26,1:00PM,San Francisco 49ers,@,Kansas City Chiefs,boxscore,370.0,3.0,275.0,2.0,26  -  13
16,Sun,1982-12-26,1:00PM,Pittsburgh Steelers,,New England Patriots,boxscore,494.0,2.0,331.0,1.0,37  -  14
16,Sun,1982-12-26,4:00PM,Chicago Bears,@,Los Angeles Rams,boxscore,421.0,0.0,583.0,3.0,34  -  26
16,Sun,1982-12-26,4:00PM,San Diego Chargers,,Baltimore Colts,boxscore,507.0,3.0,370.0,5.0,44  -  26
16,Sun,1982-12-26,4:00PM,Philadelphia Eagles,@,Dallas Cowboys,boxscore,236.0,4.0,245.0,4.0,24  -  20
16,Sun,1982-12-26,4:00PM,Los Angeles Raiders,,Denver Broncos,boxscore,312.0,4.0,345.0,6.0,27  -  10
16,Sun,1982-12-26,4:00PM,New York Jets,@,Minnesota Vikings,boxscore,324.0,1.0,484.0,3.0,42  -  14
16,Sun,1982-12-26,4:00PM,Washington Redskins,@,New Orleans Saints,boxscore,448.0,2.0,197.0,1.0,27  -  10
16,Mon,1982-12-27,9:00PM,Miami Dolphins,,Buffalo Bills,boxscore,242.0,3.0,301.0,4.0,27  -  10
17,Sun,1983-01-02,12:00PM,New Orleans Saints,,Atlanta Falcons,boxscore,462.0,3.0,248.0,2.0,35  -  6
17,Sun,1983-01-02,1:00PM,New England Patriots,,Buffalo Bills,boxscore,418.0,1.0,353.0,1.0,30  -  19
17,Sun,1983-01-02,1:00PM,Tampa Bay Buccaneers,,Chicago Bears,boxscore,424.0,3.0,248.0,1.0,26  -  23
17,Sun,1983-01-02,1:00PM,Cincinnati Bengals,@,Houston Oilers,boxscore,457.0,2.0,334.0,2.0,35  -  27
17,Sun,1983-01-02,1:00PM,Pittsburgh Steelers,,Cleveland Browns,boxscore,521.0,3.0,345.0,6.0,37  -  21
17,Sun,1983-01-02,1:00PM,Washington Redskins,,St. Louis Cardinals,boxscore,253.0,0.0,196.0,5.0,28  -  0
17,Sun,1983-01-02,1:00PM,Detroit Lions,,Green Bay Packers,boxscore,368.0,3.0,276.0,4.0,27  -  24
17,Sun,1983-01-02,1:00PM,Kansas City Chiefs,,New York Jets,boxscore,355.0,1.0,308.0,2.0,37  -  13
17,Sun,1983-01-02,1:00PM,New York Giants,@,Philadelphia Eagles,boxscore,304.0,4.0,201.0,2.0,26  -  24
17,Sun,1983-01-02,2:00PM,Miami Dolphins,@,Baltimore Colts,boxscore,371.0,2.0,273.0,5.0,34  -  7
17,Sun,1983-01-02,4:00PM,Seattle Seahawks,,Denver Broncos,boxscore,363.0,3.0,387.0,4.0,13  -  11
17,Sun,1983-01-02,4:00PM,Los Angeles Raiders,@,San Diego Chargers,boxscore,354.0,1.0,438.0,2.0,41  -  34
17,Sun,1983-01-02,4:00PM,Los Angeles Rams,@,San Francisco 49ers,boxscore,374.0,0.0,324.0,1.0,21  -  20
17,Mon,1983-01-03,9:00PM,Minnesota Vikings,,Dallas Cowboys,boxscore,381.0,3.0,364.0,2.0,31  -  27
,,Playoffs,,,,,,,,,,0  -  0
WildCard,Sat,1983-01-08,12:30PM,Green Bay Packers,,St. Louis Cardinals,boxscore,394.0,1.0,453.0,4.0,41  -  16
WildCard,Sat,1983-01-08,12:30PM,Washington Redskins,,Detroit Lions,boxscore,366.0,0.0,364.0,5.0,31  -  7
WildCard,Sat,1983-01-08,4:00PM,Los Angeles Raiders,,Cleveland Browns,boxscore,510.0,2.0,284.0,1.0,27  -  10
WildCard,Sat,1983-01-08,4:00PM,Miami Dolphins,,New England Patriots,boxscore,448.0,3.0,237.0,3.0,28  -  13
WildCard,Sun,1983-01-09,12:30PM,New York Jets,@,Cincinnati Bengals,boxscore,517.0,2.0,395.0,4.0,44  -  17
WildCard,Sun,1983-01-09,12:30PM,San Diego Chargers,@,Pittsburgh Steelers,boxscore,479.0,2.0,422.0,2.0,31  -  28
WildCard,Sun,1983-01-09,4:00PM,Minnesota Vikings,,Atlanta Falcons,boxscore,378.0,1.0,235.0,2.0,30  -  24
WildCard,Sun,1983-01-09,4:00PM,Dallas Cowboys,,Tampa Bay Buccaneers,boxscore,456.0,3.0,218.0,3.0,30  -  17
Division,Sat,1983-01-15,12:30PM,Washington Redskins,,Minnesota Vikings,boxscore,415.0,1.0,317.0,0.0,21  -  7
Division,Sat,1983-01-15,4:00PM,New York Jets,@,Los Angeles Raiders,boxscore,391.0,5.0,339.0,5.0,17  -  14
Division,Sun,1983-01-16,12:30PM,Miami Dolphins,,San Diego Chargers,boxscore,413.0,2.0,247.0,7.0,34  -  13
Division,Sun,1983-01-16,4:00PM,Dallas Cowboys,,Green Bay Packers,boxscore,375.0,2.0,466.0,5.0,37  -  26
ConfChamp,Sat,1983-01-22,12:30PM,Washington Redskins,,Dallas Cowboys,boxscore,260.0,0.0,340.0,3.0,31  -  17
ConfChamp,Sun,1983-01-23,1:00PM,Miami Dolphins,,New York Jets,boxscore,198.0,4.0,139.0,5.0,14  -  0
SuperBowl,Sun,1983-01-30,6:00PM,Washington Redskins,N,Miami Dolphins,boxscore,400.0,2.0,176.0,2.0,27  -  17
