Week,Day,Date,Time,Winner/tie,,Loser/tie,,Pts,Pts.1,YdsW,TOW,YdsL,TOL
1,Sun,1967-09-17,,Baltimore Colts,,Atlanta Falcons,boxscore,38,31,508,2,303,5
1,Sun,1967-09-17,,Pittsburgh Steelers,,Chicago Bears,boxscore,41,13,393,2,95,6
1,Sun,1967-09-17,,Dallas Cowboys,@,Cleveland Browns,boxscore,21,14,370,4,221,3
1,Sun,1967-09-17,,New York Giants,@,St. Louis Cardinals,boxscore,37,20,336,0,358,6
1,Sun,1967-09-17,,Green Bay Packers,,Detroit Lions,boxscore,17,17,306,5,233,1
1,Sun,1967-09-17,,San Francisco 49ers,@,Minnesota Vikings,boxscore,27,21,360,1,335,3
1,Sun,1967-09-17,,Los Angeles Rams,@,New Orleans Saints,boxscore,27,13,462,1,299,3
1,Sun,1967-09-17,,Philadelphia Eagles,,Washington Redskins,boxscore,35,24,426,2,388,1
2,Fri,1967-09-22,,Los Angeles Rams,,Minnesota Vikings,boxscore,39,3,237,2,224,6
2,Sun,1967-09-24,,San Francisco 49ers,,Atlanta Falcons,boxscore,38,7,517,2,97,1
2,Sun,1967-09-24,,Green Bay Packers,,Chicago Bears,boxscore,13,10,365,8,159,1
2,Sun,1967-09-24,,Detroit Lions,,Cleveland Browns,boxscore,31,14,461,0,269,3
2,Sun,1967-09-24,,Baltimore Colts,@,Philadelphia Eagles,boxscore,38,6,345,0,299,4
2,Sun,1967-09-24,,St. Louis Cardinals,@,Pittsburgh Steelers,boxscore,28,14,283,1,237,6
2,Sun,1967-09-24,,Dallas Cowboys,,New York Giants,boxscore,38,24,414,1,266,3
2,Sun,1967-09-24,,Washington Redskins,@,New Orleans Saints,boxscore,30,10,369,1,290,0
3,Sun,1967-10-01,,Green Bay Packers,,Atlanta Falcons,boxscore,23,0,382,2,58,2
3,Sun,1967-10-01,,Chicago Bears,@,Minnesota Vikings,boxscore,17,7,221,0,200,2
3,Sun,1967-10-01,,Cleveland Browns,@,New Orleans Saints,boxscore,42,7,421,4,266,5
3,Sun,1967-10-01,,Baltimore Colts,,San Francisco 49ers,boxscore,41,7,524,0,240,2
3,Sun,1967-10-01,,St. Louis Cardinals,,Detroit Lions,boxscore,38,28,403,1,310,3
3,Sun,1967-10-01,,Los Angeles Rams,@,Dallas Cowboys,boxscore,35,13,356,1,272,4
3,Sun,1967-10-01,,Washington Redskins,,New York Giants,boxscore,38,34,405,2,520,3
3,Sun,1967-10-01,,Philadelphia Eagles,,Pittsburgh Steelers,boxscore,34,24,319,1,318,3
4,Sat,1967-10-07,,Cleveland Browns,,Pittsburgh Steelers,boxscore,21,10,361,3,278,4
4,Sun,1967-10-08,,Philadelphia Eagles,@,Atlanta Falcons,boxscore,38,7,380,0,308,6
4,Sun,1967-10-08,,Baltimore Colts,@,Chicago Bears,boxscore,24,3,219,4,272,5
4,Sun,1967-10-08,,St. Louis Cardinals,@,Minnesota Vikings,boxscore,34,24,412,3,337,3
4,Sun,1967-10-08,,Dallas Cowboys,@,Washington Redskins,boxscore,17,14,320,2,253,3
4,Sun,1967-10-08,,Green Bay Packers,@,Detroit Lions,boxscore,27,17,249,4,122,5
4,Sun,1967-10-08,,New York Giants,,New Orleans Saints,boxscore,27,21,535,1,210,1
4,Sun,1967-10-08,,San Francisco 49ers,@,Los Angeles Rams,boxscore,27,24,335,3,253,6
5,Sun,1967-10-15,,Washington Redskins,@,Atlanta Falcons,boxscore,20,20,415,3,323,2
5,Sun,1967-10-15,,Chicago Bears,,Detroit Lions,boxscore,14,3,265,3,168,3
5,Sun,1967-10-15,,Cleveland Browns,,St. Louis Cardinals,boxscore,20,16,223,1,349,5
5,Sun,1967-10-15,,Los Angeles Rams,@,Baltimore Colts,boxscore,24,24,410,1,368,2
5,Sun,1967-10-15,,Dallas Cowboys,,New Orleans Saints,boxscore,14,10,234,3,207,3
5,Sun,1967-10-15,,Minnesota Vikings,@,Green Bay Packers,boxscore,10,7,183,2,268,3
5,Sun,1967-10-15,,New York Giants,@,Pittsburgh Steelers,boxscore,27,24,381,2,259,2
5,Sun,1967-10-15,,San Francisco 49ers,@,Philadelphia Eagles,boxscore,28,27,386,0,244,0
6,Sun,1967-10-22,,Detroit Lions,,Atlanta Falcons,boxscore,24,3,250,1,223,1
6,Sun,1967-10-22,,Cleveland Browns,,Chicago Bears,boxscore,24,0,347,1,136,2
6,Sun,1967-10-22,,Minnesota Vikings,,Baltimore Colts,boxscore,20,20,310,0,343,1
6,Sun,1967-10-22,,St. Louis Cardinals,,Philadelphia Eagles,boxscore,48,14,416,0,319,2
6,Sun,1967-10-22,,Dallas Cowboys,@,Pittsburgh Steelers,boxscore,24,21,378,1,379,2
6,Sun,1967-10-22,,Green Bay Packers,@,New York Giants,boxscore,48,21,397,0,324,4
6,Sun,1967-10-22,,San Francisco 49ers,,New Orleans Saints,boxscore,27,13,318,1,200,2
