Week,Day,Date,Time,Winner/tie,,Loser/tie,,Pts,Pts.1,YdsW,TOW,YdsL,TOL
6,Sun,1967-10-22,,Washington Redskins,@,Los Angeles Rams,boxscore,28,28,354,0,438,1
7,Sun,1967-10-29,,Atlanta Falcons,,Minnesota Vikings,boxscore,21,20,186,2,314,2
7,Sun,1967-10-29,,Los Angeles Rams,@,Chicago Bears,boxscore,28,17,309,3,180,4
7,Sun,1967-10-29,,New York Giants,,Cleveland Browns,boxscore,38,34,386,2,369,4
7,Sun,1967-10-29,,Baltimore Colts,@,Washington Redskins,boxscore,17,13,351,2,322,3
7,Sun,1967-10-29,,Philadelphia Eagles,,Dallas Cowboys,boxscore,21,14,341,6,306,5
7,Sun,1967-10-29,,Detroit Lions,@,San Francisco 49ers,boxscore,45,3,391,2,173,6
7,Sun,1967-10-29,,Pittsburgh Steelers,@,New Orleans Saints,boxscore,14,10,267,4,308,1
7,Mon,1967-10-30,,Green Bay Packers,@,St. Louis Cardinals,boxscore,31,23,246,2,405,2
8,Sun,1967-11-05,,Dallas Cowboys,,Atlanta Falcons,boxscore,37,7,324,2,223,5
8,Sun,1967-11-05,,Chicago Bears,@,Detroit Lions,boxscore,27,13,180,2,174,4
8,Sun,1967-11-05,,Cleveland Browns,@,Pittsburgh Steelers,boxscore,34,14,313,1,301,3
8,Sun,1967-11-05,,Baltimore Colts,,Green Bay Packers,boxscore,13,10,237,2,265,1
8,Sun,1967-11-05,,St. Louis Cardinals,@,Washington Redskins,boxscore,27,21,414,2,219,3
8,Sun,1967-11-05,,Minnesota Vikings,,New York Giants,boxscore,27,24,304,3,403,2
8,Sun,1967-11-05,,New Orleans Saints,,Philadelphia Eagles,boxscore,31,24,249,2,359,2
8,Sun,1967-11-05,,Los Angeles Rams,@,San Francisco 49ers,boxscore,17,7,152,0,257,3
9,Sun,1967-11-12,,Baltimore Colts,@,Atlanta Falcons,boxscore,49,7,595,2,177,3
9,Sun,1967-11-12,,Chicago Bears,,New York Giants,boxscore,34,7,264,1,161,4
9,Sun,1967-11-12,,Green Bay Packers,,Cleveland Browns,boxscore,55,7,456,1,228,7
9,Sun,1967-11-12,,Pittsburgh Steelers,@,St. Louis Cardinals,boxscore,14,14,274,1,258,3
9,Sun,1967-11-12,,Dallas Cowboys,@,New Orleans Saints,boxscore,27,10,380,2,211,3
9,Sun,1967-11-12,,Minnesota Vikings,,Detroit Lions,boxscore,10,10,177,1,366,6
9,Sun,1967-11-12,,Los Angeles Rams,,Philadelphia Eagles,boxscore,33,17,394,4,257,5
9,Sun,1967-11-12,,Washington Redskins,,San Francisco 49ers,boxscore,31,28,420,3,294,3
10,Sun,1967-11-19,,Los Angeles Rams,@,Atlanta Falcons,boxscore,31,3,405,2,238,5
10,Sun,1967-11-19,,Chicago Bears,,St. Louis Cardinals,boxscore,30,3,461,3,230,9
10,Sun,1967-11-19,,Cleveland Browns,,Minnesota Vikings,boxscore,14,10,235,2,204,3
10,Sun,1967-11-19,,Baltimore Colts,,Detroit Lions,boxscore,41,7,351,1,261,3
10,Sun,1967-11-19,,Washington Redskins,@,Dallas Cowboys,boxscore,27,20,314,2,446,5
10,Sun,1967-11-19,,Green Bay Packers,,San Francisco 49ers,boxscore,13,0,297,1,308,2
10,Sun,1967-11-19,,Philadelphia Eagles,,New Orleans Saints,boxscore,48,21,421,3,309,5
10,Sun,1967-11-19,,New York Giants,,Pittsburgh Steelers,boxscore,28,20,238,4,281,3
11,Thu,1967-11-23,,Dallas Cowboys,,St. Louis Cardinals,boxscore,46,21,436,1,317,4
11,Thu,1967-11-23,,Los Angeles Rams,@,Detroit Lions,boxscore,31,7,263,1,108,4
11,Sun,1967-11-26,,New Orleans Saints,,Atlanta Falcons,boxscore,27,24,371,3,269,1
11,Sun,1967-11-26,,Green Bay Packers,@,Chicago Bears,boxscore,17,13,245,0,249,3
11,Sun,1967-11-26,,Cleveland Browns,,Washington Redskins,boxscore,42,37,424,1,481,1
11,Sun,1967-11-26,,Baltimore Colts,@,San Francisco 49ers,boxscore,26,9,343,2,165,4
11,Sun,1967-11-26,,Minnesota Vikings,@,Pittsburgh Steelers,boxscore,41,27,212,5,117,6
11,Sun,1967-11-26,,New York Giants,,Philadelphia Eagles,boxscore,44,7,444,0,172,4
12,Sun,1967-12-03,,Los Angeles Rams,,Atlanta Falcons,boxscore,20,3,309,3,154,2
12,Sun,1967-12-03,,Chicago Bears,@,San Francisco 49ers,boxscore,28,14,220,2,226,2
12,Sun,1967-12-03,,Cleveland Browns,,New York Giants,boxscore,24,14,215,1,343,2
12,Sun,1967-12-03,,Baltimore Colts,,Dallas Cowboys,boxscore,23,17,310,4,223,4
12,Sun,1967-12-03,,St. Louis Cardinals,,New Orleans Saints,boxscore,31,20,310,5,238,3
12,Sun,1967-12-03,,Pittsburgh Steelers,@,Detroit Lions,boxscore,24,14,330,1,254,3
12,Sun,1967-12-03,,Green Bay Packers,@,Minnesota Vikings,boxscore,30,27,276,3,276,3
12,Sun,1967-12-03,,Washington Redskins,,Philadelphia Eagles,boxscore,35,35,460,3,365,4
13,Sat,1967-12-09,,Los Angeles Rams,,Green Bay Packers,boxscore,27,24,324,3,218,2
13,Sun,1967-12-10,,San Francisco 49ers,@,Atlanta Falcons,boxscore,34,28,468,3,297,3
13,Sun,1967-12-10,,Minnesota Vikings,@,Chicago Bears,boxscore,10,10,212,1,298,0
13,Sun,1967-12-10,,Cleveland Browns,@,St. Louis Cardinals,boxscore,20,16,131,2,295,2
13,Sun,1967-12-10,,Baltimore Colts,,New Orleans Saints,boxscore,30,10,252,1,268,4
13,Sun,1967-12-10,,Dallas Cowboys,,Philadelphia Eagles,boxscore,38,17,325,4,102,5
13,Sun,1967-12-10,,Detroit Lions,@,New York Giants,boxscore,30,7,306,1,149,1
13,Sun,1967-12-10,,Washington Redskins,@,Pittsburgh Steelers,boxscore,15,10,246,3,280,5
14,Sat,1967-12-16,,San Francisco 49ers,,Dallas Cowboys,boxscore,24,16,371,4,271,4
14,Sun,1967-12-17,,Chicago Bears,@,Atlanta Falcons,boxscore,23,14,293,0,157,1
14,Sun,1967-12-17,,Philadelphia Eagles,,Cleveland Browns,boxscore,28,24,340,2,324,2
14,Sun,1967-12-17,,Los Angeles Rams,,Baltimore Colts,boxscore,34,10,328,1,262,2
14,Sun,1967-12-17,,New York Giants,,St. Louis Cardinals,boxscore,37,14,418,2,330,3
14,Sun,1967-12-17,,Detroit Lions,,Minnesota Vikings,boxscore,14,3,134,4,190,3
14,Sun,1967-12-17,,Pittsburgh Steelers,@,Green Bay Packers,boxscore,24,17,194,3,309,5
14,Sun,1967-12-17,,New Orleans Saints,@,Washington Redskins,boxscore,30,14,364,2,331,3
,,Playoffs,,,,,,,,,,,
Division,Sat,1967-12-23,,Green Bay Packers,,Los Angeles Rams,boxscore,28,7,374,4,217,1
Division,Sun,1967-12-24,,Dallas Cowboys,,Cleveland Browns,boxscore,52,14,401,2,322,1
Champ,Sun,1967-12-31,,Green Bay Packers,,Dallas Cowboys,boxscore,21,17,195,2,192,2
SuperBowl,Sun,1968-01-14,,Green Bay Packers,N,Oakland Raiders,boxscore,33,14,322,0,293,3
