Week,Day,Date,Time,Winner/tie,,Loser/tie,,Pts,Pts.1,YdsW,TOW,YdsL,TOL
1,Sun,1969-09-21,,Atlanta Falcons,,San Francisco 49ers,boxscore,24,12,308,2,331,5
1,Sun,1969-09-21,,Green Bay Packers,,Chicago Bears,boxscore,17,0,286,0,204,2
1,Sun,1969-09-21,,Cleveland Browns,@,Philadelphia Eagles,boxscore,27,20,369,5,246,2
1,Sun,1969-09-21,,Los Angeles Rams,@,Baltimore Colts,boxscore,27,20,339,0,337,4
1,Sun,1969-09-21,,Dallas Cowboys,,St. Louis Cardinals,boxscore,24,3,362,2,257,3
1,Sun,1969-09-21,,Pittsburgh Steelers,,Detroit Lions,boxscore,16,13,237,4,236,4
1,Sun,1969-09-21,,New York Giants,,Minnesota Vikings,boxscore,24,23,320,2,327,2
1,Sun,1969-09-21,,Washington Redskins,@,New Orleans Saints,boxscore,26,20,303,1,328,1
2,Sun,1969-09-28,,Los Angeles Rams,,Atlanta Falcons,boxscore,17,7,269,2,178,3
2,Sun,1969-09-28,,St. Louis Cardinals,,Chicago Bears,boxscore,20,17,170,2,371,2
2,Sun,1969-09-28,,Cleveland Browns,,Washington Redskins,boxscore,27,23,339,2,275,0
2,Sun,1969-09-28,,Minnesota Vikings,,Baltimore Colts,boxscore,52,14,622,3,235,3
2,Sun,1969-09-28,,Dallas Cowboys,@,New Orleans Saints,boxscore,21,17,294,1,310,4
2,Sun,1969-09-28,,Detroit Lions,,New York Giants,boxscore,24,0,241,1,187,1
2,Sun,1969-09-28,,Green Bay Packers,,San Francisco 49ers,boxscore,14,7,269,3,376,1
2,Sun,1969-09-28,,Philadelphia Eagles,,Pittsburgh Steelers,boxscore,41,27,460,2,355,2
3,Sun,1969-10-05,,Baltimore Colts,@,Atlanta Falcons,boxscore,21,14,260,4,302,2
3,Sun,1969-10-05,,New York Giants,,Chicago Bears,boxscore,28,24,267,1,380,3
3,Sun,1969-10-05,,Detroit Lions,@,Cleveland Browns,boxscore,28,21,301,4,264,6
3,Sun,1969-10-05,,St. Louis Cardinals,@,Pittsburgh Steelers,boxscore,27,14,344,4,345,5
3,Sun,1969-10-05,,Dallas Cowboys,@,Philadelphia Eagles,boxscore,38,7,526,1,252,2
3,Sun,1969-10-05,,Minnesota Vikings,,Green Bay Packers,boxscore,19,7,230,0,173,3
3,Sun,1969-10-05,,Los Angeles Rams,,New Orleans Saints,boxscore,36,17,350,1,315,3
3,Sun,1969-10-05,,Washington Redskins,@,San Francisco 49ers,boxscore,17,17,304,2,271,1
4,Sun,1969-10-12,,Dallas Cowboys,@,Atlanta Falcons,boxscore,24,17,397,1,213,2
4,Sun,1969-10-12,,Minnesota Vikings,@,Chicago Bears,boxscore,31,0,256,1,119,4
4,Sun,1969-10-12,,Cleveland Browns,@,New Orleans Saints,boxscore,27,17,306,0,277,4
4,Sun,1969-10-12,,Washington Redskins,,St. Louis Cardinals,boxscore,33,17,377,2,226,5
4,Sun,1969-10-12,,Green Bay Packers,@,Detroit Lions,boxscore,28,17,308,1,227,4
4,Sun,1969-10-12,,New York Giants,,Pittsburgh Steelers,boxscore,10,7,208,1,231,4
4,Sun,1969-10-12,,Los Angeles Rams,@,San Francisco 49ers,boxscore,27,21,269,0,317,3
4,Mon,1969-10-13,,Baltimore Colts,,Philadelphia Eagles,boxscore,24,20,363,3,320,1
5,Sat,1969-10-18,,Cleveland Browns,,Pittsburgh Steelers,boxscore,42,31,283,4,320,8
5,Sun,1969-10-19,,Atlanta Falcons,@,San Francisco 49ers,boxscore,21,7,284,3,295,7
5,Sun,1969-10-19,,Detroit Lions,,Chicago Bears,boxscore,13,7,252,1,153,1
5,Sun,1969-10-19,,Baltimore Colts,@,New Orleans Saints,boxscore,30,10,491,0,325,4
