Week,Day,Date,Time,Winner/tie,,Loser/tie,,Pts,Pts.1,YdsW,TOW,YdsL,TOL
5,Sun,1969-10-19,,Minnesota Vikings,@,St. Louis Cardinals,boxscore,27,10,332,1,169,1
5,Sun,1969-10-19,,Dallas Cowboys,,Philadelphia Eagles,boxscore,49,14,447,1,180,3
5,Sun,1969-10-19,,Los Angeles Rams,,Green Bay Packers,boxscore,34,21,312,0,189,3
5,Sun,1969-10-19,,Washington Redskins,,New York Giants,boxscore,20,14,280,2,318,1
6,Sun,1969-10-26,,Green Bay Packers,,Atlanta Falcons,boxscore,28,10,337,4,219,3
6,Sun,1969-10-26,,Los Angeles Rams,@,Chicago Bears,boxscore,9,7,236,2,159,2
6,Sun,1969-10-26,,St. Louis Cardinals,@,Cleveland Browns,boxscore,21,21,445,1,336,1
6,Sun,1969-10-26,,San Francisco 49ers,@,Baltimore Colts,boxscore,24,21,331,1,408,4
6,Sun,1969-10-26,,Minnesota Vikings,,Detroit Lions,boxscore,24,10,201,1,167,4
6,Sun,1969-10-26,,Philadelphia Eagles,,New Orleans Saints,boxscore,13,10,366,4,267,4
6,Sun,1969-10-26,,Washington Redskins,@,Pittsburgh Steelers,boxscore,14,7,214,3,301,2
6,Mon,1969-10-27,,Dallas Cowboys,,New York Giants,boxscore,25,3,370,3,166,2
7,Sun,1969-11-02,,Los Angeles Rams,@,Atlanta Falcons,boxscore,38,6,430,2,279,5
7,Sun,1969-11-02,,Minnesota Vikings,,Chicago Bears,boxscore,31,14,296,3,211,2
7,Sun,1969-11-02,,Cleveland Browns,,Dallas Cowboys,boxscore,42,10,325,3,323,6
7,Sun,1969-11-02,,Baltimore Colts,,Washington Redskins,boxscore,41,17,359,2,357,4
7,Sun,1969-11-02,,New Orleans Saints,@,St. Louis Cardinals,boxscore,51,42,508,1,478,4
7,Sun,1969-11-02,,Detroit Lions,@,San Francisco 49ers,boxscore,26,14,125,2,282,5
7,Sun,1969-11-02,,Green Bay Packers,@,Pittsburgh Steelers,boxscore,38,34,318,5,346,4
7,Sun,1969-11-02,,Philadelphia Eagles,@,New York Giants,boxscore,23,20,295,4,292,1
8,Sun,1969-11-09,,Detroit Lions,,Atlanta Falcons,boxscore,27,21,241,1,279,3
8,Sun,1969-11-09,,Chicago Bears,,Pittsburgh Steelers,boxscore,38,7,379,4,86,4
8,Sun,1969-11-09,,Minnesota Vikings,,Cleveland Browns,boxscore,51,3,454,0,151,4
8,Sun,1969-11-09,,Baltimore Colts,,Green Bay Packers,boxscore,14,6,251,3,298,2
8,Sun,1969-11-09,,St. Louis Cardinals,,New York Giants,boxscore,42,17,403,0,343,1
8,Sun,1969-11-09,,Dallas Cowboys,,New Orleans Saints,boxscore,33,17,438,2,303,3
8,Sun,1969-11-09,,Washington Redskins,,Philadelphia Eagles,boxscore,28,28,339,1,372,3
8,Sun,1969-11-09,,Los Angeles Rams,,San Francisco 49ers,boxscore,41,30,406,0,399,2
9,Sun,1969-11-16,,Atlanta Falcons,,Chicago Bears,boxscore,48,31,356,2,346,3
9,Sun,1969-11-16,,Cleveland Browns,@,Pittsburgh Steelers,boxscore,24,3,390,2,278,4
9,Sun,1969-11-16,,San Francisco 49ers,,Baltimore Colts,boxscore,20,17,408,2,259,2
9,Sun,1969-11-16,,Detroit Lions,,St. Louis Cardinals,boxscore,20,0,297,0,239,3
9,Sun,1969-11-16,,Dallas Cowboys,@,Washington Redskins,boxscore,41,28,365,1,377,4
9,Sun,1969-11-16,,Minnesota Vikings,@,Green Bay Packers,boxscore,9,7,270,2,225,3
9,Sun,1969-11-16,,New Orleans Saints,@,New York Giants,boxscore,25,24,296,0,364,2
9,Sun,1969-11-16,,Los Angeles Rams,@,Philadelphia Eagles,boxscore,23,17,237,2,328,4
10,Sun,1969-11-23,,Washington Redskins,,Atlanta Falcons,boxscore,27,20,411,2,251,1
10,Sun,1969-11-23,,Baltimore Colts,@,Chicago Bears,boxscore,24,21,345,3,252,3
10,Sun,1969-11-23,,Cleveland Browns,,New York Giants,boxscore,28,17,268,2,376,6
10,Sun,1969-11-23,,Philadelphia Eagles,@,St. Louis Cardinals,boxscore,34,30,330,2,414,2
10,Sun,1969-11-23,,Los Angeles Rams,,Dallas Cowboys,boxscore,24,23,290,2,352,4
10,Sun,1969-11-23,,Detroit Lions,@,Green Bay Packers,boxscore,16,10,285,1,280,5
10,Sun,1969-11-23,,Minnesota Vikings,,Pittsburgh Steelers,boxscore,52,14,329,4,145,5
10,Sun,1969-11-23,,New Orleans Saints,,San Francisco 49ers,boxscore,43,38,402,1,433,2
11,Thu,1969-11-27,,San Francisco 49ers,@,Dallas Cowboys,boxscore,24,24,319,1,305,3
11,Thu,1969-11-27,,Minnesota Vikings,@,Detroit Lions,boxscore,27,0,173,2,156,3
11,Sun,1969-11-30,,Baltimore Colts,,Atlanta Falcons,boxscore,13,6,312,1,283,0
11,Sun,1969-11-30,,Cleveland Browns,@,Chicago Bears,boxscore,28,24,358,1,334,3
11,Sun,1969-11-30,,St. Louis Cardinals,,Pittsburgh Steelers,boxscore,47,10,401,2,187,4
11,Sun,1969-11-30,,Green Bay Packers,,New York Giants,boxscore,20,10,274,3,325,2
11,Sun,1969-11-30,,New Orleans Saints,,Philadelphia Eagles,boxscore,26,17,385,0,304,4
11,Sun,1969-11-30,,Los Angeles Rams,@,Washington Redskins,boxscore,24,13,294,1,226,2
12,Sat,1969-12-06,,San Francisco 49ers,,Chicago Bears,boxscore,42,21,360,0,368,4
12,Sun,1969-12-07,,Atlanta Falcons,,New Orleans Saints,boxscore,45,17,376,1,287,2
12,Sun,1969-12-07,,Cleveland Browns,,Green Bay Packers,boxscore,20,7,347,0,218,1
12,Sun,1969-12-07,,Detroit Lions,@,Baltimore Colts,boxscore,17,17,245,0,289,4
12,Sun,1969-12-07,,New York Giants,,St. Louis Cardinals,boxscore,49,6,517,2,181,4
12,Sun,1969-12-07,,Dallas Cowboys,@,Pittsburgh Steelers,boxscore,10,7,202,3,217,1
12,Sun,1969-12-07,,Minnesota Vikings,@,Los Angeles Rams,boxscore,20,13,246,0,247,1
12,Sun,1969-12-07,,Washington Redskins,@,Philadelphia Eagles,boxscore,34,29,331,2,383,2
13,Sat,1969-12-13,,Dallas Cowboys,,Baltimore Colts,boxscore,27,10,408,1,224,4
13,Sun,1969-12-14,,Atlanta Falcons,@,Philadelphia Eagles,boxscore,27,3,372,1,234,4
13,Sun,1969-12-14,,Green Bay Packers,@,Chicago Bears,boxscore,21,3,363,3,196,2
13,Sun,1969-12-14,,Cleveland Browns,@,St. Louis Cardinals,boxscore,27,21,341,2,219,2
13,Sun,1969-12-14,,Detroit Lions,,Los Angeles Rams,boxscore,28,0,332,1,96,3
13,Sun,1969-12-14,,Minnesota Vikings,,San Francisco 49ers,boxscore,10,7,193,3,291,4
13,Sun,1969-12-14,,Washington Redskins,,New Orleans Saints,boxscore,17,14,248,0,336,3
13,Sun,1969-12-14,,New York Giants,@,Pittsburgh Steelers,boxscore,21,17,297,1,311,2
14,Sun,1969-12-21,,Atlanta Falcons,,Minnesota Vikings,boxscore,10,3,111,3,167,8
14,Sun,1969-12-21,,Detroit Lions,@,Chicago Bears,boxscore,20,3,250,4,96,3
14,Sun,1969-12-21,,New York Giants,,Cleveland Browns,boxscore,27,14,388,0,351,3
14,Sun,1969-12-21,,Baltimore Colts,@,Los Angeles Rams,boxscore,13,7,344,2,159,2
14,Sun,1969-12-21,,Green Bay Packers,,St. Louis Cardinals,boxscore,45,28,530,2,239,2
14,Sun,1969-12-21,,Dallas Cowboys,,Washington Redskins,boxscore,20,10,333,1,274,1
14,Sun,1969-12-21,,New Orleans Saints,,Pittsburgh Steelers,boxscore,27,24,340,2,267,0
14,Sun,1969-12-21,,San Francisco 49ers,,Philadelphia Eagles,boxscore,14,13,281,4,275,2
,,Playoffs,,,,,,,,,,,
Division,Sat,1969-12-27,,Minnesota Vikings,,Los Angeles Rams,boxscore,23,20,275,3,255,1
Division,Sun,1969-12-28,,Cleveland Browns,@,Dallas Cowboys,boxscore,38,14,344,0,217,3
Champ,Sun,1970-01-04,,Minnesota Vikings,,Cleveland Browns,boxscore,27,7,383,0,268,3
SuperBowl,Sun,1970-01-11,,Kansas City Chiefs,N,Minnesota Vikings,boxscore,23,7,273,1,239,5
